?? [s],l01.dX [mm],l02.dX [mm],l03.dX [mm],l04.dX [mm],l05.dX [mm],l06.dX [mm],l07.dX [mm],l08.dX [mm],l09.dX [mm],l10.dX [mm],l11.dX [mm],l12.dX [mm],l13.dX [mm],l14.dX [mm],l15.dX [mm],l16.dX [mm],l17.dX [mm],l18.dX [mm],l19.dX [mm],l20.dX [mm],l21.dX [mm],l22.dX [mm],l23.dX [mm],l24.dX [mm],l25.dX [mm],l26.dX [mm],l27.dX [mm],l28.dX [mm],l29.dX [mm],l30.dX [mm],l31.dX [mm],l32.dX [mm],l33.dX [mm],l34.dX [mm],l35.dX [mm],l36.dX [mm],l37.dX [mm],l38.dX [mm],l39.dX [mm],l40.dX [mm],l41.dX [mm],l42.dX [mm],l43.dX [mm],l44.dX [mm],l45.dX [mm],l46.dX [mm],l47.dX [mm],l48.dX [mm],l49.dX [mm],l50.dX [mm],l51.dX [mm],l52.dX [mm],l53.dX [mm],l54.dX [mm],l01.dY [mm],l02.dY [mm],l03.dY [mm],l04.dY [mm],l05.dY [mm],l06.dY [mm],l07.dY [mm],l08.dY [mm],l09.dY [mm],l10.dY [mm],l11.dY [mm],l12.dY [mm],l13.dY [mm],l14.dY [mm],l15.dY [mm],l16.dY [mm],l17.dY [mm],l18.dY [mm],l19.dY [mm],l20.dY [mm],l21.dY [mm],l22.dY [mm],l23.dY [mm],l24.dY [mm],l25.dY [mm],l26.dY [mm],l27.dY [mm],l28.dY [mm],l29.dY [mm],l30.dY [mm],l31.dY [mm],l32.dY [mm],l33.dY [mm],l34.dY [mm],l35.dY [mm],l36.dY [mm],l37.dY [mm],l38.dY [mm],l39.dY [mm],l40.dY [mm],l41.dY [mm],l42.dY [mm],l43.dY [mm],l44.dY [mm],l45.dY [mm],l46.dY [mm],l47.dY [mm],l48.dY [mm],l49.dY [mm],l50.dY [mm],l51.dY [mm],l52.dY [mm],l53.dY [mm],l54.dY [mm],l01.dZ [mm],l02.dZ [mm],l03.dZ [mm],l04.dZ [mm],l05.dZ [mm],l06.dZ [mm],l07.dZ [mm],l08.dZ [mm],l09.dZ [mm],l10.dZ [mm],l11.dZ [mm],l12.dZ [mm],l13.dZ [mm],l14.dZ [mm],l15.dZ [mm],l16.dZ [mm],l17.dZ [mm],l18.dZ [mm],l19.dZ [mm],l20.dZ [mm],l21.dZ [mm],l22.dZ [mm],l23.dZ [mm],l24.dZ [mm],l25.dZ [mm],l26.dZ [mm],l27.dZ [mm],l28.dZ [mm],l29.dZ [mm],l30.dZ [mm],l31.dZ [mm],l32.dZ [mm],l33.dZ [mm],l34.dZ [mm],l35.dZ [mm],l36.dZ [mm],l37.dZ [mm],l38.dZ [mm],l39.dZ [mm],l40.dZ [mm],l41.dZ [mm],l42.dZ [mm],l43.dZ [mm],l44.dZ [mm],l45.dZ [mm],l46.dZ [mm],l47.dZ [mm],l48.dZ [mm],l49.dZ [mm],l50.dZ [mm],l51.dZ [mm],l52.dZ [mm],l53.dZ [mm],l54.dZ [mm]
147.704786,-0.167985,-0.168098,-0.168515,-0.168393,-0.16879,-0.16913,-0.168924,-0.169568,-0.169621,-0.169787,-0.169659,-0.169974,-0.170051,-0.169626,-0.169607,-0.169664,-0.170515,-0.17022,-0.170963,-0.170874,-0.170879,-0.171444,-0.171049,-0.17166,-0.171946,-0.172235,-0.17159,-0.1672,-0.167455,-0.167092,-0.16753,-0.167494,-0.167656,-0.167973,-0.168011,-0.168266,-0.167678,-0.168505,-0.16871,-0.168804,-0.168406,-0.168643,-0.168642,-0.168675,-0.169568,-0.170001,-0.169708,-0.169283,-0.169666,-0.170395,-0.170438,-0.171211,-0.170665,-0.17067,-0.086187,-0.087206,-0.090414,-0.091311,-0.093124,-0.094978,-0.096474,-0.098723,-0.100773,-0.102571,-0.104381,-0.107067,-0.108754,-0.110064,-0.111592,-0.113533,-0.115849,-0.11752,-0.119547,-0.121302,-0.123061,-0.124363,-0.126773,-0.129071,-0.131138,-0.132177,-0.13401,-0.085986,-0.087799,-0.089254,-0.09101,-0.093012,-0.094703,-0.097264,-0.098656,-0.101037,-0.102822,-0.104134,-0.10686,-0.108819,-0.110875,-0.11232,-0.114825,-0.116137,-0.118546,-0.119644,-0.121401,-0.123442,-0.125237,-0.127015,-0.128584,-0.13021,-0.132102,-0.133617,-0.053151,-0.053641,-0.05563,-0.054894,-0.055929,-0.055814,-0.056026,-0.057454,-0.061109,-0.060843,-0.060681,-0.062616,-0.062775,-0.063902,-0.064756,-0.063843,-0.0641,-0.065255,-0.06699,-0.068159,-0.066895,-0.070444,-0.070917,-0.072292,-0.07252,-0.070364,-0.076164,-0.05119,-0.056483,-0.056103,-0.05521,-0.057104,-0.058944,-0.058365,-0.058171,-0.059489,-0.061493,-0.059349,-0.063598,-0.062493,-0.06202,-0.064521,-0.065537,-0.065818,-0.066588,-0.069281,-0.070766,-0.070329,-0.070237,-0.070466,-0.072608,-0.072013,-0.071454,-0.073571
147.954786,-0.173649,-0.17338,-0.173967,-0.173836,-0.174049,-0.174685,-0.17456,-0.175205,-0.175324,-0.175264,-0.175283,-0.175775,-0.175888,-0.175292,-0.175431,-0.175357,-0.175941,-0.175758,-0.17676,-0.176438,-0.1764,-0.176675,-0.176321,-0.176911,-0.176837,-0.177239,-0.177165,-0.172263,-0.172565,-0.172435,-0.174003,-0.173231,-0.173148,-0.17391,-0.173768,-0.174053,-0.173801,-0.174327,-0.174711,-0.174595,-0.174707,-0.17448,-0.174363,-0.174763,-0.174699,-0.175372,-0.175427,-0.174609,-0.175056,-0.17563,-0.17563,-0.176215,-0.176205,-0.176058,-0.088025,-0.089452,-0.091966,-0.093473,-0.094864,-0.096877,-0.098428,-0.100901,-0.102842,-0.104225,-0.105949,-0.108826,-0.110127,-0.11184,-0.113473,-0.115185,-0.117453,-0.119099,-0.121132,-0.122638,-0.124368,-0.125524,-0.128165,-0.130623,-0.132548,-0.133838,-0.135549,-0.0885,-0.089716,-0.091378,-0.093158,-0.094912,-0.096976,-0.099025,-0.100785,-0.102862,-0.104376,-0.105678,-0.108345,-0.110442,-0.112447,-0.11398,-0.116448,-0.117702,-0.120137,-0.121438,-0.122841,-0.125042,-0.126693,-0.128539,-0.130202,-0.131753,-0.133525,-0.135411,-0.05067,-0.050794,-0.054266,-0.052905,-0.054794,-0.055341,-0.055761,-0.056837,-0.058844,-0.059902,-0.058886,-0.060894,-0.060881,-0.06208,-0.062317,-0.062155,-0.065228,-0.065176,-0.065383,-0.066415,-0.065887,-0.068723,-0.070109,-0.071608,-0.07293,-0.072217,-0.075645,-0.048388,-0.054749,-0.055731,-0.056512,-0.055864,-0.056509,-0.055149,-0.055825,-0.058075,-0.057772,-0.058083,-0.063315,-0.06155,-0.062092,-0.063522,-0.064298,-0.064526,-0.066079,-0.067222,-0.068231,-0.069473,-0.07025,-0.069285,-0.072276,-0.072811,-0.071593,-0.072718
148.204786,-0.176857,-0.17756,-0.177948,-0.177584,-0.178189,-0.178867,-0.17892,-0.178772,-0.179008,-0.179087,-0.179111,-0.179632,-0.17972,-0.179338,-0.179298,-0.179714,-0.180082,-0.17972,-0.180658,-0.180371,-0.180271,-0.180472,-0.179921,-0.180436,-0.181096,-0.181019,-0.181238,-0.176024,-0.17643,-0.176247,-0.177805,-0.177093,-0.177165,-0.177528,-0.177779,-0.177852,-0.177362,-0.17783,-0.178521,-0.178313,-0.178362,-0.17855,-0.17836,-0.178828,-0.178834,-0.179163,-0.179061,-0.178847,-0.178821,-0.179777,-0.179555,-0.180199,-0.180469,-0.180119,-0.10865,-0.109872,-0.112688,-0.114039,-0.115249,-0.117958,-0.118795,-0.121089,-0.122972,-0.124433,-0.126111,-0.128979,-0.130335,-0.131959,-0.133738,-0.135826,-0.13776,-0.139419,-0.141392,-0.143101,-0.144828,-0.146139,-0.148748,-0.150932,-0.152627,-0.154178,-0.155537,-0.108589,-0.109817,-0.111397,-0.114046,-0.115573,-0.117013,-0.118935,-0.120916,-0.122744,-0.124555,-0.125889,-0.128602,-0.130272,-0.132172,-0.134268,-0.136425,-0.137831,-0.13998,-0.141652,-0.143328,-0.145592,-0.147048,-0.148621,-0.150459,-0.151772,-0.153571,-0.154471,-0.051532,-0.054055,-0.054973,-0.053975,-0.056471,-0.056466,-0.05716,-0.05866,-0.061506,-0.060949,-0.058778,-0.060552,-0.063301,-0.062061,-0.06417,-0.062658,-0.065437,-0.065824,-0.065978,-0.068835,-0.06716,-0.070713,-0.069485,-0.071976,-0.071601,-0.072433,-0.075281,-0.05177,-0.054727,-0.056047,-0.052802,-0.056816,-0.056824,-0.055899,-0.057427,-0.059201,-0.059755,-0.059015,-0.063269,-0.062845,-0.060755,-0.06546,-0.064493,-0.066128,-0.065772,-0.066246,-0.068094,-0.070515,-0.070136,-0.068913,-0.071365,-0.073752,-0.071788,-0.072254
148.454786,-0.186194,-0.186813,-0.187079,-0.18718,-0.187431,-0.188541,-0.188326,-0.188118,-0.188774,-0.188709,-0.188586,-0.189114,-0.188835,-0.18861,-0.188943,-0.18921,-0.189436,-0.18928,-0.18982,-0.189671,-0.189595,-0.189796,-0.189534,-0.189559,-0.19031,-0.190423,-0.190616,-0.185988,-0.186263,-0.185548,-0.187179,-0.186446,-0.186736,-0.186643,-0.186923,-0.187496,-0.187162,-0.187525,-0.187819,-0.187681,-0.187726,-0.187977,-0.187942,-0.188391,-0.187956,-0.188589,-0.188776,-0.188377,-0.188668,-0.189086,-0.18895,-0.18929,-0.189657,-0.189254,-0.105379,-0.10679,-0.109986,-0.111047,-0.112105,-0.114604,-0.115374,-0.117825,-0.119468,-0.121138,-0.122493,-0.125288,-0.127047,-0.128645,-0.130451,-0.132221,-0.134473,-0.135363,-0.137963,-0.139303,-0.141262,-0.142417,-0.14476,-0.147021,-0.148904,-0.150176,-0.151487,-0.105855,-0.106917,-0.10853,-0.11114,-0.112792,-0.113903,-0.115794,-0.117799,-0.119657,-0.121281,-0.122523,-0.125419,-0.127207,-0.128715,-0.130684,-0.132716,-0.134657,-0.136082,-0.138224,-0.139762,-0.142021,-0.143314,-0.145214,-0.146784,-0.14816,-0.150201,-0.150801,-0.046146,-0.048396,-0.051299,-0.05038,-0.051505,-0.053831,-0.05334,-0.052742,-0.057488,-0.056347,-0.057144,-0.057612,-0.058614,-0.058485,-0.059436,-0.058435,-0.06079,-0.062389,-0.062166,-0.063837,-0.06346,-0.065804,-0.065942,-0.069274,-0.067088,-0.068911,-0.071622,-0.043775,-0.051133,-0.050279,-0.049436,-0.050745,-0.052395,-0.051371,-0.054497,-0.056263,-0.055667,-0.055372,-0.058793,-0.059863,-0.058076,-0.059957,-0.059633,-0.062082,-0.06216,-0.062625,-0.064028,-0.065638,-0.065801,-0.065242,-0.067255,-0.068606,-0.067338,-0.069503
148.704786,-0.193175,-0.193449,-0.193733,-0.194086,-0.193859,-0.194763,-0.19431,-0.194563,-0.194853,-0.195105,-0.194774,-0.195255,-0.195104,-0.194741,-0.195356,-0.194975,-0.195773,-0.195584,-0.195961,-0.196069,-0.19622,-0.195865,-0.195644,-0.195915,-0.197274,-0.196621,-0.196648,-0.192651,-0.19333,-0.192253,-0.19319,-0.192821,-0.193024,-0.192831,-0.193381,-0.193519,-0.193534,-0.193906,-0.193904,-0.193813,-0.193655,-0.193619,-0.1941,-0.194441,-0.194698,-0.194851,-0.194865,-0.19524,-0.195039,-0.195558,-0.195312,-0.19571,-0.19624,-0.195697,-0.118978,-0.120489,-0.123098,-0.124354,-0.12577,-0.128209,-0.128978,-0.131378,-0.132874,-0.134936,-0.136246,-0.139286,-0.140887,-0.141903,-0.144146,-0.145832,-0.14805,-0.148946,-0.151173,-0.152547,-0.154368,-0.155992,-0.158355,-0.160101,-0.161792,-0.163316,-0.164873,-0.118896,-0.120487,-0.121703,-0.12433,-0.126368,-0.127427,-0.129298,-0.131564,-0.133487,-0.134662,-0.136139,-0.138906,-0.140601,-0.142792,-0.144085,-0.146203,-0.147898,-0.150211,-0.151498,-0.153306,-0.154867,-0.15675,-0.158164,-0.159756,-0.161355,-0.16329,-0.16405,-0.046119,-0.047926,-0.049027,-0.051123,-0.049314,-0.05131,-0.051462,-0.052881,-0.056638,-0.055015,-0.055697,-0.055749,-0.058142,-0.057976,-0.05829,-0.058654,-0.060413,-0.060877,-0.060901,-0.061608,-0.063222,-0.066102,-0.064604,-0.067467,-0.066306,-0.06703,-0.070139,-0.043656,-0.049366,-0.049602,-0.049647,-0.050954,-0.050431,-0.050873,-0.052312,-0.055043,-0.05449,-0.054802,-0.057474,-0.057801,-0.058733,-0.058549,-0.059479,-0.059698,-0.061084,-0.059192,-0.062685,-0.060758,-0.063839,-0.065244,-0.066548,-0.069855,-0.067282,-0.068364
148.954786,-0.198126,-0.198655,-0.198573,-0.198843,-0.198914,-0.199703,-0.199601,-0.199853,-0.200668,-0.200268,-0.199587,-0.200467,-0.200633,-0.199935,-0.200342,-0.200496,-0.201376,-0.200748,-0.201311,-0.201301,-0.201578,-0.201517,-0.201001,-0.20158,-0.202107,-0.202052,-0.202094,-0.198017,-0.198331,-0.197055,-0.198824,-0.197912,-0.198165,-0.198184,-0.198712,-0.198699,-0.199041,-0.199193,-0.199193,-0.199274,-0.198607,-0.199362,-0.19904,-0.199562,-0.199532,-0.199883,-0.20002,-0.19987,-0.200245,-0.200638,-0.200238,-0.201053,-0.200799,-0.200864,-0.128486,-0.129812,-0.132116,-0.133909,-0.135421,-0.137525,-0.13916,-0.141482,-0.143414,-0.145727,-0.147114,-0.15011,-0.151606,-0.152779,-0.155144,-0.156973,-0.159309,-0.16081,-0.162907,-0.165031,-0.166725,-0.167832,-0.171081,-0.172878,-0.174969,-0.176443,-0.178513,-0.128047,-0.13004,-0.131149,-0.133241,-0.135588,-0.137407,-0.13984,-0.141307,-0.143749,-0.145202,-0.147319,-0.149571,-0.151522,-0.154016,-0.155733,-0.157999,-0.159309,-0.161906,-0.163224,-0.164776,-0.167104,-0.168976,-0.170971,-0.172534,-0.174358,-0.176852,-0.177749,-0.025901,-0.028897,-0.029173,-0.030005,-0.032459,-0.03218,-0.032267,-0.033246,-0.033857,-0.034422,-0.034808,-0.036724,-0.038468,-0.039076,-0.041002,-0.039529,-0.038928,-0.042039,-0.042203,-0.041399,-0.04176,-0.045131,-0.044431,-0.04633,-0.046936,-0.04659,-0.051616,-0.025808,-0.028969,-0.028311,-0.030551,-0.029559,-0.033067,-0.031085,-0.032473,-0.033458,-0.034167,-0.03479,-0.038675,-0.038327,-0.037017,-0.040064,-0.041444,-0.041405,-0.041204,-0.04171,-0.042313,-0.042868,-0.044105,-0.045716,-0.047308,-0.048799,-0.048653,-0.047423
149.204786,-0.209711,-0.210207,-0.2106,-0.210514,-0.211281,-0.211687,-0.211299,-0.211224,-0.211567,-0.211929,-0.212003,-0.212311,-0.212479,-0.212157,-0.21262,-0.212561,-0.212689,-0.212484,-0.213137,-0.212977,-0.213079,-0.21329,-0.212654,-0.213162,-0.214139,-0.214201,-0.213556,-0.208201,-0.208924,-0.208668,-0.210432,-0.209612,-0.209541,-0.209922,-0.210101,-0.210215,-0.210654,-0.210718,-0.210843,-0.210708,-0.210787,-0.210985,-0.210461,-0.210807,-0.211317,-0.211692,-0.211711,-0.211295,-0.211638,-0.21228,-0.211963,-0.212777,-0.212828,-0.212469,-0.113027,-0.114592,-0.11778,-0.119483,-0.121188,-0.123946,-0.125133,-0.127906,-0.129685,-0.132258,-0.133785,-0.137562,-0.138918,-0.140883,-0.143564,-0.145656,-0.148067,-0.149723,-0.152585,-0.154435,-0.1561,-0.157389,-0.160472,-0.163305,-0.165742,-0.167298,-0.169359,-0.11303,-0.114681,-0.11598,-0.118989,-0.121487,-0.123606,-0.125268,-0.127737,-0.130373,-0.132373,-0.134158,-0.137231,-0.139524,-0.141735,-0.143787,-0.145992,-0.148086,-0.150802,-0.152771,-0.154221,-0.156835,-0.15878,-0.160977,-0.163007,-0.164746,-0.166963,-0.168687,-0.007282,-0.00786,-0.009857,-0.010556,-0.011871,-0.011967,-0.01142,-0.012941,-0.017633,-0.016887,-0.015732,-0.017745,-0.017507,-0.019258,-0.021146,-0.019701,-0.021621,-0.023158,-0.020758,-0.022972,-0.023312,-0.02653,-0.026022,-0.028664,-0.030326,-0.028516,-0.033,-0.00696,-0.010997,-0.009631,-0.011645,-0.011423,-0.012723,-0.012346,-0.012407,-0.015853,-0.016443,-0.015363,-0.01949,-0.018868,-0.017965,-0.021273,-0.021048,-0.022818,-0.022313,-0.023826,-0.024479,-0.024535,-0.025759,-0.02547,-0.028193,-0.029033,-0.028224,-0.029538
149.454786,-0.236498,-0.236932,-0.237427,-0.237484,-0.237834,-0.238405,-0.238455,-0.238906,-0.239185,-0.239335,-0.239143,-0.239328,-0.239641,-0.239297,-0.239061,-0.239477,-0.240158,-0.239968,-0.240534,-0.240583,-0.240764,-0.240539,-0.240461,-0.240903,-0.241401,-0.241449,-0.241476,-0.2356,-0.236272,-0.235661,-0.236199,-0.236265,-0.23666,-0.236686,-0.237366,-0.237353,-0.237151,-0.237719,-0.23785,-0.237904,-0.237772,-0.237985,-0.237896,-0.238297,-0.238421,-0.238505,-0.238897,-0.238738,-0.238947,-0.239398,-0.239284,-0.239981,-0.240308,-0.239735,-0.129548,-0.131107,-0.134613,-0.136525,-0.138291,-0.141149,-0.142901,-0.146345,-0.148909,-0.151422,-0.153619,-0.156957,-0.159375,-0.161354,-0.164103,-0.166112,-0.169096,-0.171291,-0.173959,-0.176917,-0.179099,-0.181438,-0.183939,-0.187029,-0.189982,-0.191862,-0.1939,-0.129082,-0.130888,-0.133293,-0.13574,-0.13833,-0.140979,-0.143611,-0.146472,-0.14915,-0.151081,-0.153,-0.156846,-0.159099,-0.161858,-0.164057,-0.167699,-0.169124,-0.172631,-0.174716,-0.176772,-0.179597,-0.182325,-0.184718,-0.186832,-0.188955,-0.19156,-0.192984,0.005555,0.001022,-0.000759,-0.000459,-0.003576,-0.003202,-0.00435,-0.005453,-0.007725,-0.007174,-0.008616,-0.009142,-0.01284,-0.012412,-0.0122,-0.012409,-0.013473,-0.014983,-0.017311,-0.016272,-0.015116,-0.019572,-0.019398,-0.022555,-0.021518,-0.022622,-0.026073,0.006475,0.000051,-0.001753,-0.000899,-0.002595,-0.005668,-0.004367,-0.005005,-0.006411,-0.006652,-0.007082,-0.013215,-0.010978,-0.011624,-0.011777,-0.013998,-0.015547,-0.015773,-0.016649,-0.017672,-0.018504,-0.018297,-0.020427,-0.021503,-0.022011,-0.022251,-0.022764
149.704786,-0.261892,-0.262621,-0.263323,-0.263196,-0.263254,-0.263582,-0.263729,-0.264272,-0.264839,-0.265159,-0.264793,-0.265106,-0.26525,-0.26493,-0.265412,-0.265514,-0.265726,-0.265703,-0.266198,-0.266024,-0.2658,-0.266226,-0.26624,-0.266386,-0.267203,-0.267254,-0.267327,-0.261286,-0.261504,-0.260867,-0.262421,-0.261699,-0.26248,-0.26217,-0.262389,-0.262487,-0.262529,-0.263247,-0.263505,-0.26319,-0.263246,-0.263298,-0.263307,-0.263805,-0.263669,-0.264006,-0.264163,-0.264154,-0.264429,-0.26484,-0.26466,-0.265004,-0.265659,-0.265286,-0.126339,-0.127565,-0.13175,-0.133978,-0.135887,-0.139119,-0.141647,-0.145422,-0.148813,-0.151238,-0.153823,-0.158118,-0.160645,-0.16279,-0.166102,-0.168328,-0.172044,-0.174788,-0.178056,-0.180723,-0.183943,-0.186747,-0.189808,-0.193478,-0.19608,-0.19851,-0.201121,-0.125096,-0.127405,-0.130062,-0.133264,-0.136423,-0.139165,-0.142258,-0.145117,-0.148497,-0.151337,-0.153888,-0.157577,-0.160443,-0.163084,-0.166725,-0.169794,-0.172238,-0.175742,-0.17861,-0.180897,-0.184008,-0.186905,-0.19012,-0.193028,-0.195288,-0.198157,-0.199728,0.008539,0.006733,0.003761,0.004979,0.001795,0.000894,0.001103,-0.000552,-0.005375,-0.003594,-0.005272,-0.006211,-0.00644,-0.008809,-0.009821,-0.008433,-0.010706,-0.012459,-0.012522,-0.014531,-0.013769,-0.017332,-0.015976,-0.019442,-0.019879,-0.020466,-0.023247,0.007951,0.00444,0.002507,0.001212,0.000778,0.00159,-0.001482,-0.000899,-0.002233,-0.005338,-0.00446,-0.008919,-0.007221,-0.00621,-0.009729,-0.009376,-0.009913,-0.011661,-0.012919,-0.014554,-0.014409,-0.015434,-0.016915,-0.018989,-0.020392,-0.019526,-0.021207
149.954786,-0.28153,-0.282029,-0.282599,-0.282662,-0.283186,-0.283601,-0.283766,-0.283801,-0.284531,-0.284668,-0.284365,-0.284654,-0.285091,-0.284749,-0.28428,-0.285162,-0.285648,-0.285425,-0.285743,-0.28605,-0.286137,-0.286387,-0.285956,-0.286637,-0.28693,-0.287024,-0.2869,-0.280409,-0.281013,-0.280673,-0.281285,-0.28147,-0.280904,-0.28195,-0.281896,-0.282219,-0.281965,-0.282514,-0.282758,-0.282762,-0.28222,-0.282812,-0.282526,-0.283262,-0.283165,-0.284198,-0.284192,-0.283808,-0.283749,-0.284358,-0.284642,-0.285096,-0.284473,-0.284589,-0.104336,-0.106202,-0.110964,-0.113309,-0.115795,-0.119834,-0.122265,-0.125937,-0.129615,-0.132513,-0.135776,-0.140444,-0.143405,-0.146023,-0.14971,-0.152809,-0.156389,-0.159498,-0.163044,-0.16648,-0.169107,-0.171888,-0.175991,-0.179845,-0.183444,-0.185941,-0.188991,-0.103852,-0.10637,-0.108781,-0.112208,-0.11651,-0.119168,-0.122555,-0.12591,-0.129662,-0.132577,-0.135676,-0.140296,-0.143522,-0.147165,-0.149932,-0.153923,-0.156782,-0.161286,-0.163864,-0.165946,-0.169563,-0.173028,-0.176696,-0.179387,-0.182547,-0.185598,-0.188034,0.019871,0.018251,0.014449,0.014755,0.011646,0.011778,0.010289,0.007618,0.007224,0.005636,0.006218,0.003579,0.000585,0.001235,0,-0.00029,-0.000366,-0.00346,-0.003374,-0.005031,-0.004844,-0.007256,-0.007593,-0.010418,-0.010823,-0.011782,-0.015102,0.0202,0.015237,0.015761,0.01334,0.012126,0.008575,0.012964,0.007918,0.006584,0.006085,0.005819,0.001048,0.00262,0.002105,-0.000654,-0.001939,-0.002884,-0.003053,-0.005294,-0.005794,-0.006751,-0.008005,-0.009011,-0.009947,-0.011199,-0.012074,-0.012178
150.204786,-0.304325,-0.304528,-0.305296,-0.305416,-0.305451,-0.306654,-0.306033,-0.307183,-0.307581,-0.307695,-0.30733,-0.308122,-0.308001,-0.307991,-0.30818,-0.30849,-0.308686,-0.308781,-0.309166,-0.309187,-0.309427,-0.309571,-0.308931,-0.309169,-0.310326,-0.310231,-0.310058,-0.302926,-0.303452,-0.30278,-0.304187,-0.303532,-0.303875,-0.30435,-0.304546,-0.305207,-0.305076,-0.305526,-0.305867,-0.305375,-0.30571,-0.305596,-0.305883,-0.306471,-0.306061,-0.306571,-0.306693,-0.306836,-0.306945,-0.307106,-0.307545,-0.307995,-0.308917,-0.307683,-0.126677,-0.128356,-0.133511,-0.136388,-0.138728,-0.143011,-0.145909,-0.150785,-0.154227,-0.157418,-0.160643,-0.165961,-0.168902,-0.172314,-0.17626,-0.179579,-0.183941,-0.186756,-0.190945,-0.194421,-0.197876,-0.200338,-0.205218,-0.209349,-0.21312,-0.215751,-0.219509,-0.125979,-0.128444,-0.13149,-0.135831,-0.139567,-0.142673,-0.14645,-0.150165,-0.153725,-0.156991,-0.160296,-0.165702,-0.169068,-0.172547,-0.176461,-0.180519,-0.184324,-0.188605,-0.191723,-0.194545,-0.198023,-0.201635,-0.205847,-0.208719,-0.212041,-0.215567,-0.218541,0.025109,0.023485,0.019714,0.019134,0.015772,0.014967,0.016504,0.014418,0.010439,0.009926,0.009644,0.008382,0.006704,0.005639,0.003633,0.004019,0.002874,0.000347,0.001166,-0.001324,-0.001401,-0.005574,-0.004795,-0.006005,-0.009002,-0.008991,-0.013033,0.026499,0.0211,0.019009,0.018192,0.014953,0.016291,0.015618,0.013876,0.012487,0.009881,0.009669,0.005921,0.004764,0.006683,0.003974,0.003287,0.003422,0.000767,0.000801,-0.00113,-0.000733,-0.003189,-0.005213,-0.007669,-0.009818,-0.007907,-0.009928
150.454786,-0.327251,-0.328088,-0.328783,-0.32856,-0.329088,-0.329747,-0.329734,-0.33051,-0.330712,-0.33105,-0.330698,-0.331274,-0.331398,-0.331101,-0.331116,-0.331657,-0.332495,-0.332547,-0.332497,-0.332718,-0.33286,-0.333278,-0.332891,-0.333681,-0.33414,-0.334135,-0.333937,-0.32517,-0.326417,-0.326467,-0.32752,-0.327015,-0.326942,-0.327621,-0.32827,-0.328153,-0.328133,-0.32885,-0.329016,-0.328834,-0.328937,-0.328964,-0.32871,-0.329664,-0.329709,-0.330477,-0.330295,-0.330293,-0.330454,-0.330668,-0.330993,-0.33146,-0.331148,-0.331489,-0.124287,-0.126325,-0.13185,-0.134455,-0.137952,-0.142435,-0.14588,-0.15055,-0.154397,-0.157892,-0.161515,-0.167041,-0.170962,-0.174377,-0.178707,-0.1822,-0.186561,-0.190585,-0.194894,-0.198906,-0.202354,-0.205348,-0.210091,-0.214847,-0.219157,-0.222285,-0.22663,-0.12293,-0.126052,-0.129637,-0.133668,-0.137914,-0.142179,-0.145944,-0.149902,-0.154474,-0.158142,-0.161332,-0.167026,-0.170835,-0.175012,-0.17898,-0.183192,-0.187287,-0.192553,-0.195685,-0.198636,-0.202767,-0.206855,-0.210983,-0.214529,-0.218064,-0.221794,-0.225121,0.028598,0.026252,0.021135,0.02196,0.019533,0.019344,0.016931,0.015368,0.013575,0.012711,0.011551,0.010805,0.007768,0.007285,0.006726,0.006694,0.005431,0.003964,0.003348,0.001776,0.002564,-0.001079,-0.001599,-0.005409,-0.006048,-0.007291,-0.013194,0.029624,0.024257,0.0221,0.020555,0.020092,0.017302,0.016075,0.015916,0.015101,0.011024,0.013351,0.007767,0.00974,0.008157,0.005401,0.004627,0.003337,0.004791,0.002238,-0.000098,0.000784,-0.001064,-0.001321,-0.005859,-0.006986,-0.006959,-0.008685
